,Peak Position,Weeks on Chart,spotify_track_duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,explicit,YearID
It's A Lonely Town (Lonely Without You),64.0,7.0,238386.0,0.8059999999999999,0.888,7.0,-7.321000000000001,1.0,0.0658,0.17800000000000002,3.06e-06,0.502,0.831,118.965,4.0,0,1963
Wait Til' My Bobby Gets Home,26.0,10.0,151960.0,0.447,0.725,6.0,-9.902000000000001,1.0,0.0292,0.00106,0.0157,0.105,0.597,116.286,4.0,0,1963
Abilene,15.0,14.0,221173.0,0.632,0.732,6.0,-3.498,1.0,0.092,0.105,1.15e-05,0.111,0.317,159.0,4.0,1,1963
Man's Temptation,71.0,7.0,450600.0,0.345,0.745,2.0,-11.020999999999999,1.0,0.0327,0.365,0.735,0.19,0.879,105.05799999999999,4.0,0,1963
Lucky Lips,62.0,8.0,152160.0,0.589,0.426,0.0,-10.802,1.0,0.0273,0.42700000000000005,1.15e-05,0.327,0.7879999999999999,107.76100000000001,4.0,0,1963
Drownin' My Sorrows,36.0,7.0,277493.0,0.494,0.9129999999999999,0.0,-5.289,1.0,0.0378,0.000165,0.00898,0.247,0.478,99.92,4.0,0,1963
Candy Girl,3.0,13.0,199693.0,0.507,0.37200000000000005,1.0,-8.433,1.0,0.0303,0.48100000000000004,0.0,0.271,0.257,86.42200000000001,4.0,0,1963
Tell Me The Truth,73.0,6.0,190706.0,0.633,0.418,2.0,-13.155999999999999,1.0,0.0327,0.0222,0.0274,0.0755,0.8220000000000001,116.426,4.0,0,1963
8 X 10,53.0,6.0,248586.0,0.365,0.7509999999999999,2.0,-5.428999999999999,1.0,0.304,0.0007070000000000001,0.0,0.318,0.604,79.119,4.0,1,1963
Mr. Wishing Well,92.0,3.0,307062.0,0.8220000000000001,0.457,6.0,-10.937000000000001,1.0,0.235,0.214,0.000397,0.0766,0.73,99.16,4.0,0,1963
China Nights (Shina No Yoru),58.0,6.0,212280.0,0.85,0.5720000000000001,2.0,-8.088,1.0,0.0587,0.0204,0.0,0.0751,0.249,93.007,4.0,1,1963
(I Cried at) Laura's Wedding,68.0,8.0,289970.0,0.682,0.5720000000000001,5.0,-7.067,0.0,0.045,0.191,0.204,0.0504,0.8440000000000001,89.083,4.0,0,1963
Fingertips - Pt 2,1.0,15.0,180546.0,0.716,0.341,8.0,-12.735999999999999,1.0,0.0317,0.516,0.0,0.0636,0.7040000000000001,104.665,4.0,0,1963
Danke Schoen,13.0,12.0,273466.0,0.502,0.948,6.0,-3.717,1.0,0.121,0.0099,4.54e-06,0.0809,0.102,139.97899999999998,4.0,0,1963
I Want To Stay Here,28.0,11.0,280000.0,0.555,0.924,7.0,-4.93,1.0,0.0604,0.0159,0.0,0.075,0.865,87.60600000000001,4.0,0,1963
The Lonely Surfer,39.0,8.0,221426.0,0.618,0.753,7.0,-5.05,0.0,0.0451,0.637,0.0,0.0905,0.557,120.041,4.0,0,1963
Straighten Up Your Heart,43.0,7.0,182000.0,0.625,0.855,1.0,-5.471,0.0,0.0389,0.0013800000000000002,0.0,0.35700000000000004,0.6679999999999999,124.977,4.0,0,1963
Nick Teen And Al K. Hall,95.0,1.0,202973.0,0.51,0.41700000000000004,10.0,-10.898,0.0,0.0406,0.147,5.17e-06,0.16,0.306,86.73100000000001,4.0,0,1963
It's Too Late,49.0,10.0,320026.0,0.726,0.802,5.0,-10.006,1.0,0.0609,0.0007019999999999999,0.0275,0.059000000000000004,0.8029999999999999,110.271,4.0,0,1963
Surfer Joe,62.0,6.0,303533.0,0.7340000000000001,0.893,2.0,-1.847,1.0,0.125,0.0684,0.0,0.7190000000000001,0.595,138.05,4.0,1,1963
Where Did The Good Times Go,93.0,1.0,142320.0,0.589,0.426,5.0,-8.021,1.0,0.0335,0.7170000000000001,0.0,0.0586,0.562,61.698,4.0,0,1963
That's How It Goes,88.0,3.0,229573.0,0.764,0.473,0.0,-11.084000000000001,0.0,0.0882,0.753,0.306,0.171,0.212,106.14,4.0,1,1963
Let's Make Love Tonight,98.0,2.0,181986.0,0.662,0.621,9.0,-11.648,0.0,0.044000000000000004,0.522,4.1e-05,0.0744,0.9620000000000001,151.765,4.0,0,1963
This Is My Prayer,60.0,9.0,123893.0,0.317,0.535,5.0,-10.785,1.0,0.0398,0.767,1.6899999999999997e-05,0.331,0.8590000000000001,168.96099999999998,4.0,0,1963
Blowin' In The Wind,2.0,15.0,148400.0,0.768,0.491,9.0,-10.628,1.0,0.033,0.42100000000000004,0.0,0.114,0.955,102.802,4.0,0,1963
Denise,10.0,17.0,265760.0,0.701,0.37799999999999995,5.0,-9.259,0.0,0.0664,0.0263,0.0,0.0649,0.604,83.796,4.0,0,1963
Hey There Lonely Boy,27.0,9.0,170066.0,0.8009999999999999,0.545,7.0,-14.876,1.0,0.0306,0.11900000000000001,0.0019399999999999999,0.079,0.966,104.98899999999999,4.0,0,1963
Why Don't You Believe Me,37.0,7.0,251293.0,0.598,0.848,9.0,-6.934,1.0,0.042,0.0151,0.00545,0.0748,0.7140000000000001,144.562,3.0,0,1963
Frankie And Johnny,14.0,11.0,253360.0,0.522,0.5710000000000001,9.0,-5.567,1.0,0.0245,0.0256,1.14e-06,0.0757,0.608,169.99400000000003,4.0,0,1963
"Hey, Girl",10.0,12.0,239933.0,0.8390000000000001,0.73,8.0,-9.902999999999999,1.0,0.0727,0.0598,0.0685,0.105,0.511,120.959,4.0,0,1963
Better To Give Than Receive,89.0,1.0,215906.0,0.9279999999999999,0.643,11.0,-5.48,0.0,0.0759,0.0527,0.0,0.0988,0.895,93.006,4.0,0,1963
What Does A Girl Do?,53.0,6.0,256640.0,0.716,0.6779999999999999,0.0,-3.7089999999999996,1.0,0.0389,0.581,0.0,0.261,0.895,79.031,4.0,0,1963
Teenage Cleopatra,75.0,5.0,163186.0,0.603,0.431,4.0,-13.064,0.0,0.0551,0.245,0.0,0.0862,0.5379999999999999,138.863,4.0,0,1963
Hey Lonely One,100.0,1.0,327586.0,0.82,0.9209999999999999,11.0,-8.019,0.0,0.05,0.0029100000000000003,0.83,0.0775,0.628,124.83200000000001,4.0,0,1963
Detroit City No. 2,90.0,1.0,211573.0,0.775,0.41700000000000004,7.0,-8.895,0.0,0.0974,0.72,0.0,0.125,0.608,109.956,4.0,1,1963
Betty In Bermudas,50.0,7.0,220400.0,0.6459999999999999,0.49,3.0,-10.475,0.0,0.0554,0.843,0.0,0.12,0.7829999999999999,105.6,4.0,0,1963
Toys In The Attic,85.0,2.0,145226.0,0.631,0.888,2.0,-7.414,0.0,0.114,0.019,0.852,0.0843,0.851,97.23899999999999,4.0,0,1963
"Painted, Tainted Rose",15.0,12.0,252534.0,0.262,0.606,8.0,-6.646,1.0,0.0484,0.247,0.0,0.125,0.275,189.857,4.0,0,1963
My Babe,75.0,7.0,231040.0,0.36200000000000004,0.183,3.0,-16.0,0.0,0.0347,0.861,0.000234,0.0932,0.2,136.64600000000002,4.0,0,1963
Baby Get It (And Don't Quit It),61.0,5.0,321000.0,0.6859999999999999,0.45399999999999996,10.0,-10.927999999999999,0.0,0.0328,0.43,0.00021,0.28600000000000003,0.645,131.977,4.0,0,1963
Wham!,24.0,9.0,289173.0,0.32799999999999996,0.486,7.0,-12.154000000000002,1.0,0.0406,0.0008960000000000001,0.00731,0.14,0.0652,117.81,4.0,0,1963
The Monkey Time,8.0,15.0,280680.0,0.56,0.736,5.0,-6.9670000000000005,0.0,0.266,0.317,0.0,0.32899999999999996,0.8220000000000001,91.29899999999999,4.0,1,1963
Cindy's Gonna Cry,72.0,7.0,135493.0,0.434,0.955,9.0,-7.215,1.0,0.0421,0.508,0.000526,0.425,0.9690000000000001,80.642,4.0,0,1963
Treat My Baby Good,43.0,9.0,153386.0,0.192,0.23600000000000002,0.0,-13.347000000000001,1.0,0.0329,0.813,0.0,0.41,0.23199999999999998,66.291,4.0,0,1963
Speed Ball,59.0,3.0,263133.0,0.6459999999999999,0.8290000000000001,6.0,-1.953,0.0,0.147,0.0119,0.0,0.145,0.344,175.972,4.0,1,1963
"He's Mine (I Love Him, I Love Him, I Love Him)",62.0,7.0,234000.0,0.62,0.401,9.0,-10.279000000000002,1.0,0.0288,0.23,0.0,0.0745,0.23800000000000002,143.961,4.0,0,1963
The Scavenger,98.0,1.0,200306.0,0.696,0.851,2.0,-4.006,1.0,0.188,0.16,0.0,0.33299999999999996,0.8290000000000001,102.088,4.0,0,1963
Wonderful! Wonderful!,7.0,11.0,181306.0,0.636,0.205,2.0,-17.452,1.0,0.0315,0.898,0.0167,0.107,0.5820000000000001,95.325,4.0,0,1963
Two Sides (To Every Story),63.0,4.0,123791.0,0.426,0.166,7.0,-15.761,1.0,0.0463,0.904,0.0928,0.17300000000000001,0.327,70.518,3.0,0,1963
Little Deuce Coupe,15.0,11.0,209473.0,0.418,0.537,6.0,-8.772,1.0,0.0508,0.0389,9.03e-06,0.13699999999999998,0.35700000000000004,127.205,4.0,0,1963
Little Eeefin Annie,76.0,5.0,222732.0,0.7340000000000001,0.855,9.0,-3.2110000000000003,1.0,0.11800000000000001,0.00481,0.0,0.12300000000000001,0.42200000000000004,126.035,4.0,0,1963
Sweet Impossible You,70.0,5.0,211440.0,0.735,0.677,2.0,-4.979,1.0,0.09300000000000001,0.0762,2.17e-05,0.111,0.188,100.584,4.0,1,1963
September Song,51.0,8.0,184556.0,0.609,0.8690000000000001,0.0,-6.997000000000001,1.0,0.0445,0.36200000000000004,0.0,0.301,0.8240000000000001,124.948,4.0,0,1963
A Walkin' Miracle,12.0,10.0,144306.0,0.6890000000000001,0.37799999999999995,7.0,-12.22,0.0,0.0398,0.7509999999999999,0.0,0.24,0.75,105.775,4.0,0,1963
If I Had A Hammer,3.0,14.0,141013.0,0.555,0.546,0.0,-10.782,1.0,0.0247,0.688,0.0,0.233,0.812,90.618,4.0,0,1963
Martian Hop,16.0,13.0,239626.0,0.857,0.602,10.0,-8.311,1.0,0.028999999999999998,0.489,0.0244,0.317,0.9570000000000001,105.15700000000001,4.0,0,1963
First Day Back At School,60.0,4.0,212106.0,0.6629999999999999,0.693,11.0,-4.505,0.0,0.0311,0.0149,0.0,0.0778,0.71,66.002,4.0,0,1963
"It's A Mad, Mad, Mad, Mad World",92.0,2.0,266400.0,0.669,0.623,11.0,-6.922000000000001,0.0,0.0261,0.0377,0.0225,0.0941,0.316,139.493,4.0,0,1963
Then He Kissed Me,6.0,12.0,332486.0,0.8690000000000001,0.563,10.0,-9.251,0.0,0.0588,0.146,1.36e-05,0.077,0.775,110.76299999999999,4.0,0,1963
(Theme From) Any Number Can Win,96.0,1.0,145264.0,0.708,0.67,3.0,-8.142000000000001,1.0,0.028999999999999998,0.47100000000000003,0.0314,0.0631,0.94,117.149,4.0,0,1963
Mickey's Monkey,8.0,12.0,213186.0,0.5489999999999999,0.493,7.0,-12.853,0.0,0.0382,0.787,0.0006360000000000001,0.124,0.9009999999999999,152.31799999999998,4.0,0,1963
(Native Girl) Elephant Walk,64.0,8.0,186521.0,0.35600000000000004,0.5489999999999999,9.0,-12.198,1.0,0.0574,0.35,0.0,0.0583,0.784,78.331,4.0,0,1963
31 Flavors,97.0,1.0,230133.0,0.664,0.7390000000000001,7.0,-6.539,1.0,0.0377,0.0027,0.0027300000000000002,0.0742,0.703,104.012,4.0,0,1963
Strange Feeling,70.0,6.0,205840.0,0.368,0.267,9.0,-9.529,1.0,0.0359,0.963,0.00093,0.114,0.25,88.416,4.0,0,1963
"Hello Heartache, Goodbye Love",26.0,9.0,284066.0,0.873,0.48700000000000004,7.0,-14.872,1.0,0.41200000000000003,0.141,0.0,0.26899999999999996,0.611,97.445,4.0,1,1963
I'm Crazy 'Bout My Baby,77.0,3.0,248853.0,0.858,0.685,11.0,-7.875,0.0,0.0388,0.027999999999999997,0.000264,0.0623,0.978,118.928,4.0,0,1963
A Love So Fine,40.0,9.0,248000.0,0.496,0.762,6.0,-7.64,0.0,0.0628,0.036000000000000004,0.00199,0.315,0.674,130.004,4.0,0,1963
Surfer Girl,7.0,14.0,212946.0,0.718,0.45799999999999996,4.0,-10.024,0.0,0.11699999999999999,0.187,3.43e-06,0.105,0.0514,132.998,4.0,1,1963
Heat Wave,4.0,14.0,177706.0,0.452,0.40299999999999997,11.0,-10.898,1.0,0.0277,0.667,0.0,0.135,0.446,86.58,3.0,0,1963
Enamorado,66.0,8.0,131586.0,0.863,0.7090000000000001,7.0,-4.013,1.0,0.0415,0.789,0.895,0.0796,0.977,113.807,4.0,0,1963
Saltwater Taffy,93.0,1.0,240933.0,0.491,0.34,3.0,-12.18,1.0,0.0293,0.645,1.46e-06,0.11199999999999999,0.226,133.305,4.0,0,1963
We Shall Overcome,90.0,1.0,270333.0,0.615,0.68,2.0,-6.6160000000000005,1.0,0.0338,0.152,7.18e-06,0.0797,0.34,123.9,4.0,0,1963
Part Time Love,19.0,13.0,200466.0,0.525,0.433,9.0,-16.625999999999998,1.0,0.0386,0.158,2.7899999999999997e-05,0.114,0.462,96.45299999999999,4.0,0,1963
"Workout Stevie, Workout",33.0,6.0,205026.0,0.6779999999999999,0.94,4.0,-3.1439999999999997,0.0,0.32799999999999996,0.171,0.0,0.33799999999999997,0.643,180.92,4.0,1,1963
Honolulu Lulu,11.0,10.0,233973.0,0.637,0.542,9.0,-8.173,1.0,0.0356,0.765,0.0,0.302,0.38,105.322,4.0,0,1963
Monkey-Shine,47.0,6.0,279000.0,0.7809999999999999,0.672,2.0,-7.474,1.0,0.10800000000000001,0.245,0.0,0.161,0.8540000000000001,90.609,4.0,0,1963
"Signed, Sealed, And Delivered",77.0,5.0,158360.0,0.348,0.467,10.0,-6.346,1.0,0.0329,0.835,0.000437,0.124,0.258,122.738,4.0,0,1963
When The Boy's Happy (The Girl's Happy Too),95.0,1.0,123693.0,0.792,0.804,7.0,-7.484,1.0,0.0659,0.225,5.01e-06,0.065,0.879,132.852,4.0,0,1963
New Mexican Rose,36.0,7.0,203320.0,0.7020000000000001,0.528,9.0,-8.673,1.0,0.0372,0.0947,0.000103,0.556,0.9620000000000001,115.148,4.0,0,1963
The Grass Is Greener,17.0,8.0,216066.0,0.647,0.6890000000000001,0.0,-6.287999999999999,1.0,0.0431,0.19399999999999998,1.64e-05,0.0772,0.562,137.05700000000002,4.0,0,1963
Night Life,57.0,8.0,206666.0,0.691,0.742,0.0,-4.49,0.0,0.0602,0.145,3.14e-05,0.0944,0.722,90.102,4.0,0,1963
"Sally, Go 'round The Roses",2.0,12.0,201160.0,0.27399999999999997,0.209,0.0,-15.722999999999999,0.0,0.0328,0.743,6.84e-06,0.183,0.297,139.316,4.0,0,1963
Blue Velvet,1.0,15.0,237613.0,0.467,0.532,7.0,-8.277000000000001,1.0,0.0271,0.19899999999999998,3.33e-06,0.24,0.321,78.748,4.0,0,1963
"Don't Think Twice, It's All Right",9.0,10.0,282160.0,0.5529999999999999,0.865,9.0,-4.751,0.0,0.0409,0.017,1.05e-05,0.267,0.735,96.161,4.0,0,1963
Stop Monkeyin' Aroun',94.0,2.0,122866.0,0.61,0.5589999999999999,0.0,-10.073,0.0,0.0351,0.0611,0.823,0.23199999999999998,0.945,88.375,4.0,0,1963
Point Panic,49.0,8.0,194746.0,0.856,0.7190000000000001,10.0,-6.519,0.0,0.0746,0.0389,9.03e-06,0.0935,0.37,146.032,4.0,1,1963
Blue Guitar,42.0,8.0,271813.0,0.58,0.9059999999999999,2.0,-6.976,1.0,0.0405,0.00119,0.000579,0.0933,0.47600000000000003,137.97,4.0,0,1963
A Fine Fine Boy,53.0,6.0,232660.0,0.613,0.22899999999999998,8.0,-9.5,1.0,0.03,0.8390000000000001,0.0,0.0997,0.502,94.109,4.0,0,1963
Your Teenage Dreams,68.0,7.0,307000.0,0.32899999999999996,0.747,10.0,-6.348,1.0,0.03,0.146,3.36e-06,0.231,0.17600000000000002,109.661,4.0,0,1963
Cuando Calienta El Sol (When The Sun Is Hot),98.0,5.0,164226.0,0.7509999999999999,0.531,0.0,-7.109,1.0,0.0506,0.0667,9.779999999999999e-05,0.17300000000000001,0.809,121.616,4.0,0,1963
Don't Wait Too Long,54.0,7.0,280786.0,0.59,0.5870000000000001,5.0,-5.919,1.0,0.0457,0.27399999999999997,0.0,0.16699999999999998,0.36700000000000005,88.015,4.0,1,1963
You Lost The Sweetest Boy,22.0,9.0,142800.0,0.306,0.2,2.0,-15.318,1.0,0.0322,0.927,0.555,0.228,0.165,66.693,4.0,0,1963
I Could Have Danced All Night,72.0,4.0,135160.0,0.5329999999999999,0.615,0.0,-11.401,1.0,0.0317,0.327,0.000592,0.218,0.904,172.845,4.0,0,1963
"Two-Ten, Six-Eighteen (Doesn't Anybody Know My Name)",78.0,7.0,243573.0,0.40700000000000003,0.8959999999999999,6.0,-2.935,1.0,0.063,0.012,0.0,0.196,0.156,138.697,3.0,0,1963
"That Sunday, That Summer",12.0,13.0,326933.0,0.743,0.34700000000000003,1.0,-11.174000000000001,1.0,0.121,0.16699999999999998,0.00951,0.10300000000000001,0.5720000000000001,160.143,4.0,1,1963
Donna The Prima Donna,6.0,11.0,191440.0,0.693,0.769,5.0,-10.942,1.0,0.0281,0.361,0.10300000000000001,0.0533,0.96,140.123,4.0,0,1963
Be My Baby,2.0,13.0,172120.0,0.809,0.65,0.0,-7.811,1.0,0.0452,0.61,0.0152,0.11699999999999999,0.966,117.06700000000001,4.0,0,1963
Cross Fire!,19.0,9.0,267040.0,0.527,0.733,9.0,-12.556,1.0,0.0381,0.0364,0.00263,0.45799999999999996,0.648,171.44099999999997,4.0,0,1963
Please Don't Kiss Me Again,100.0,1.0,175373.0,0.535,0.951,3.0,-3.324,0.0,0.18,0.00777,0.0,0.0669,0.723,160.102,4.0,0,1963
Witchcraft,32.0,7.0,220520.0,0.735,0.6990000000000001,0.0,-4.435,0.0,0.084,0.121,2.8199999999999998e-05,0.0809,0.603,129.944,4.0,0,1963
Rumble,91.0,2.0,284933.0,0.527,0.71,2.0,-11.717,1.0,0.0481,0.0682,2.61e-06,0.0776,0.789,186.109,4.0,0,1963
Cry To Me,23.0,11.0,234853.0,0.639,0.596,10.0,-8.145,0.0,0.0225,0.331,0.0,0.29600000000000004,0.42700000000000005,95.186,4.0,0,1963
"Baby, What's Wrong",93.0,1.0,429533.0,0.956,0.795,7.0,-5.311,1.0,0.15,0.0035600000000000002,0.889,0.0906,0.841,121.294,4.0,0,1963
Your Other Love,28.0,7.0,235200.0,0.364,0.48700000000000004,10.0,-9.107999999999999,0.0,0.0347,0.49,1.2e-06,0.22399999999999998,0.47100000000000003,80.077,3.0,0,1963
"Baby, We've Got Love",98.0,1.0,255773.0,0.48200000000000004,0.877,8.0,-3.714,0.0,0.374,0.0526,0.0,0.366,0.635,205.037,4.0,1,1963
Now!,92.0,2.0,297000.0,0.546,0.715,2.0,-9.747,1.0,0.0392,0.0446,5.41e-06,0.124,0.366,89.934,4.0,0,1963
Mean Woman Blues,5.0,13.0,137133.0,0.8240000000000001,0.595,11.0,-6.346,1.0,0.091,0.0571,3.7e-06,0.0876,0.157,140.039,4.0,1,1963
Wild!,33.0,9.0,164520.0,0.5820000000000001,0.5,2.0,-11.647,1.0,0.0459,0.636,9.71e-06,0.134,0.971,160.414,4.0,0,1963
Down The Aisle (Wedding Song),37.0,13.0,185106.0,0.5479999999999999,0.598,7.0,-7.817,1.0,0.0333,0.687,0.0,0.0506,0.534,103.26100000000001,4.0,0,1963
I Adore Him,25.0,7.0,144360.0,0.568,0.813,5.0,-6.098,1.0,0.154,0.574,5.73e-05,0.054000000000000006,0.94,152.591,4.0,0,1963
Fools Rush In,12.0,13.0,231493.0,0.41700000000000004,0.39399999999999996,1.0,-9.412,1.0,0.0513,0.855,0.0,0.0971,0.125,138.525,4.0,0,1963
I'm Down To My Last Heartbreak,96.0,4.0,195790.0,0.475,0.887,4.0,-2.605,1.0,0.0345,0.22699999999999998,0.0,0.31,0.597,125.49700000000001,4.0,0,1963
Shirl Girl,58.0,7.0,206240.0,0.79,0.6559999999999999,8.0,-11.13,0.0,0.301,0.00913,0.0,0.131,0.498,95.583,4.0,0,1963
Hi Diddle Diddle,98.0,1.0,202760.0,0.825,0.597,4.0,-5.892,0.0,0.34700000000000003,0.0698,0.0,0.0629,0.648,78.059,4.0,1,1963
Walking Proud,26.0,9.0,159000.0,0.79,0.41,0.0,-13.241,1.0,0.0343,0.263,0.00314,0.174,0.815,112.345,4.0,0,1963
Sue's Gotta Be Mine,71.0,7.0,173600.0,0.797,0.8440000000000001,11.0,-5.482,1.0,0.275,0.0651,0.0,0.087,0.52,170.142,4.0,1,1963
I Got A Woman,48.0,7.0,188026.0,0.455,0.5489999999999999,8.0,-6.31,1.0,0.027000000000000003,0.579,0.0,0.0959,0.317,146.739,4.0,0,1963
She's Got Everything,56.0,5.0,149568.0,0.919,0.627,10.0,-6.763999999999999,0.0,0.23399999999999999,0.0626,0.0,0.529,0.52,97.07600000000001,4.0,1,1963
Surfer Street,93.0,1.0,246266.0,0.8390000000000001,0.625,9.0,-5.699,1.0,0.15,0.0752,0.0,0.26,0.731,95.51100000000001,4.0,0,1963
Young Wings Can Fly (Higher Than You Know),47.0,8.0,269053.0,0.507,0.934,11.0,-8.888,0.0,0.0553,3.52e-05,0.0253,0.161,0.41700000000000004,108.345,4.0,0,1963
Crossfire Time,92.0,5.0,267933.0,0.563,0.5920000000000001,9.0,-4.571000000000001,1.0,0.0276,0.209,5.08e-05,0.132,0.136,104.016,4.0,0,1963
500 Miles Away From Home,10.0,11.0,530253.0,0.7040000000000001,0.48100000000000004,11.0,-10.493,0.0,0.363,0.37799999999999995,7.09e-05,0.0874,0.494,78.628,4.0,1,1963
Yesterday And You (Armen's Theme),55.0,7.0,291026.0,0.688,0.888,8.0,-5.841,1.0,0.0305,0.0058200000000000005,9.23e-05,0.0565,0.728,120.021,4.0,0,1963
Why Do Kids Grow Up,97.0,2.0,181760.0,0.48700000000000004,0.48200000000000004,2.0,-13.091,1.0,0.0459,0.16399999999999998,0.000868,0.0778,0.91,171.15,4.0,0,1963
Gotta Lotta Love,74.0,6.0,230693.0,0.725,0.664,1.0,-5.596,1.0,0.107,0.617,0.0,0.34700000000000003,0.738,154.16,3.0,0,1963
Bossa Nova Baby,8.0,10.0,182560.0,0.516,0.457,8.0,-12.609000000000002,1.0,0.184,0.596,0.0,0.106,0.455,173.93400000000003,4.0,0,1963
Baby I Do Love You,70.0,5.0,236226.0,0.8109999999999999,0.7290000000000001,9.0,-10.084,0.0,0.0327,0.326,0.0,0.0626,0.779,119.882,4.0,0,1963
Thank You And Goodnight,84.0,3.0,209786.0,0.722,0.309,8.0,-15.865,1.0,0.0446,0.355,0.000472,0.11,0.6970000000000001,116.63600000000001,3.0,0,1963
Maria Elena,6.0,14.0,210480.0,0.522,0.888,1.0,-9.899,1.0,0.0322,0.0407,0.00122,0.32799999999999996,0.887,142.995,4.0,0,1963
I Wonder What She's Doing Tonight,21.0,10.0,191226.0,0.695,0.823,10.0,-12.444,0.0,0.0324,0.325,0.0006519999999999999,0.672,0.965,112.959,4.0,0,1963
You're Good For Me,49.0,8.0,134333.0,0.603,0.8420000000000001,0.0,-6.152,1.0,0.192,0.259,0.0,0.16,0.888,84.59899999999999,4.0,0,1963
The Impossible Happened,57.0,6.0,120160.0,0.545,0.39899999999999997,10.0,-6.9079999999999995,0.0,0.0529,0.7170000000000001,0.0,0.11699999999999999,0.501,103.266,4.0,0,1963
It's All Right,4.0,14.0,235786.0,0.425,0.6409999999999999,0.0,-6.672000000000001,1.0,0.0384,0.177,3.9399999999999995e-05,0.065,0.18899999999999997,145.745,4.0,0,1963
Hootenanny Saturday Night,89.0,3.0,172200.0,0.243,0.33299999999999996,5.0,-9.366,0.0,0.0289,0.887,0.0,0.08900000000000001,0.133,92.09200000000001,4.0,0,1963
Did You Have A Happy Birthday?,89.0,3.0,131146.0,0.34299999999999997,0.544,1.0,-8.08,1.0,0.0316,0.444,0.0,0.636,0.39,69.166,4.0,0,1963
Dawn,62.0,8.0,231400.0,0.879,0.679,7.0,-8.59,0.0,0.0421,0.149,0.008709999999999999,0.0787,0.7240000000000001,122.38,4.0,0,1963
Rags To Riches,45.0,7.0,204293.0,0.66,0.847,1.0,-3.25,1.0,0.191,0.0628,0.0,0.11199999999999999,0.925,180.01,4.0,0,1963
Begging To You,74.0,5.0,154560.0,0.685,0.721,2.0,-5.763,1.0,0.0426,0.703,0.0,0.278,0.951,122.56700000000001,4.0,0,1963
Little Red Rooster,11.0,10.0,146226.0,0.7879999999999999,0.52,5.0,-11.92,0.0,0.0869,0.695,1.15e-05,0.0743,0.8690000000000001,122.84899999999999,4.0,0,1963
Sugar Shack,1.0,15.0,207786.0,0.6409999999999999,0.631,2.0,-8.708,0.0,0.0329,0.20199999999999999,1.62e-06,0.0674,0.248,118.12700000000001,4.0,0,1963
Never Love A Robin,99.0,1.0,225653.0,0.54,0.516,1.0,-5.221,1.0,0.0246,0.266,0.0,0.204,0.285,135.9,4.0,0,1963
Walking The Dog,10.0,14.0,169506.0,0.763,0.488,0.0,-13.709000000000001,1.0,0.0381,0.602,0.168,0.514,0.8,113.258,4.0,0,1964
She's A Fool,5.0,15.0,157266.0,0.486,0.369,2.0,-11.4,1.0,0.0253,0.368,0.0,0.21899999999999997,0.27399999999999997,95.72,4.0,0,1964
Ally Ally Oxen Free,61.0,7.0,241106.0,0.335,0.625,7.0,-7.462000000000001,1.0,0.0386,0.16399999999999998,0.0,0.0708,0.34600000000000003,150.27700000000002,4.0,0,1964
Wonderful Summer,14.0,10.0,154133.0,0.62,0.5529999999999999,6.0,-6.895,1.0,0.0905,0.602,0.0,0.0706,0.695,130.833,4.0,0,1964
I'll Search My Heart,90.0,4.0,188133.0,0.528,0.9,8.0,-4.301,0.0,0.0759,0.0349,0.0,0.14400000000000002,0.5579999999999999,127.986,4.0,0,1964
Baby Don't You Weep,30.0,9.0,158253.0,0.5770000000000001,0.28300000000000003,7.0,-16.53,1.0,0.0328,0.75,2.46e-06,0.157,0.748,90.50399999999999,4.0,0,1964
Stewball,35.0,7.0,139440.0,0.502,0.7559999999999999,9.0,-9.727,1.0,0.0531,0.8290000000000001,0.188,0.0846,0.769,123.34299999999999,4.0,0,1964
Have You Heard,18.0,10.0,184333.0,0.42100000000000004,0.8290000000000001,6.0,-8.605,0.0,0.0387,0.171,0.0,0.0835,0.935,124.87,4.0,0,1964
Cold Cold Winter,79.0,5.0,208040.0,0.435,0.294,8.0,-14.779000000000002,1.0,0.0315,0.655,3.56e-06,0.138,0.7120000000000001,178.19400000000002,4.0,0,1964
The Boy Next Door,18.0,10.0,233400.0,0.569,0.226,7.0,-17.414,1.0,0.0371,0.8590000000000001,3.55e-06,0.0867,0.345,66.86399999999999,4.0,0,1964
I'm Leaving It Up To You,1.0,15.0,280306.0,0.298,0.29100000000000004,9.0,-15.389000000000001,1.0,0.0284,0.638,2.8600000000000004e-05,0.262,0.38,103.395,4.0,0,1964
In My Room,23.0,11.0,215333.0,0.32299999999999995,0.728,7.0,-5.416,1.0,0.0321,0.00394,0.00044699999999999997,0.102,0.489,161.586,3.0,0,1964
The Cheer Leader,78.0,7.0,262253.0,0.6,0.807,7.0,-3.845,1.0,0.305,0.149,0.0,0.358,0.578,94.59700000000001,4.0,0,1964
The Son Of Rebel Rouser,97.0,2.0,174733.0,0.608,0.6,10.0,-12.372,1.0,0.0527,0.575,0.0,0.43700000000000006,0.932,145.735,4.0,0,1964
Long Tall Texan,51.0,11.0,274933.0,0.544,0.659,9.0,-7.191,1.0,0.0298,0.42700000000000005,1.33e-06,0.126,0.361,109.93299999999999,4.0,0,1964
